filename,label,fold
AnnualCrop/AnnualCrop_1.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_10.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_100.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1000.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1001.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1002.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1003.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1004.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1005.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1006.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1007.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1008.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1009.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_101.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1010.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1011.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1012.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1013.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1014.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1015.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1016.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1017.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1018.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1019.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_102.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1020.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1021.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1022.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1023.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1024.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1025.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1026.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1027.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1028.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1029.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_103.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1030.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1031.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1032.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1033.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1034.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1035.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1036.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1037.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1038.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1039.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_104.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1040.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1041.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1042.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1043.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1044.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1045.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1046.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1047.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1048.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1049.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_105.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1050.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1051.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1052.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1053.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1054.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1055.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1056.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1057.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1058.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1059.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_106.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1060.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1061.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1062.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1063.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1064.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1065.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1066.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1067.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1068.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1069.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_107.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1070.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1071.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1072.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1073.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1074.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1075.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1076.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1077.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1078.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1079.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_108.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1080.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1081.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1082.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1083.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1084.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1085.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1086.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1087.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1088.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1089.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_109.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1090.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1091.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1092.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1093.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1094.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1095.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1096.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1097.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1098.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1099.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_11.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_110.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1100.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1101.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1102.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1103.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1104.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1105.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1106.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1107.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1108.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1109.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_111.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1110.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1111.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1112.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1113.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1114.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1115.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1116.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1117.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1118.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1119.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_112.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1120.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1121.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1122.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1123.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1124.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1125.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1126.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1127.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1128.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1129.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_113.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1130.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1131.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1132.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1133.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1134.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1135.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1136.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1137.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1138.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1139.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_114.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1140.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1141.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1142.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1143.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1144.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1145.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1146.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1147.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1148.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1149.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_115.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1150.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1151.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1152.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1153.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1154.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1155.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1156.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1157.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1158.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1159.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_116.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1160.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1161.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1162.jpg,AnnualCrop,test
AnnualCrop/AnnualCrop_1163.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1164.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1165.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1166.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1167.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1168.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1169.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_117.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1170.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1171.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1172.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1173.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1174.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1175.jpg,AnnualCrop,val
AnnualCrop/AnnualCrop_1176.jpg,AnnualCrop,train
AnnualCrop/AnnualCrop_1177.jpg,AnnualCrop,train
